system,record_id,timestamp,name,email,phone,zip_code,source,campaign,service
crm,CRM0004622,2025-10-27T15:19:00.000000,Rachel Sherman,rachel.sherman@example.net,+1 (726) 674-3593,78201,,Customer Referral,Exterior Painting
crm,CRM0010297,2025-10-29T19:18:00.000000,Courtney Barton,courtney.barton34@example.com,2106465362,78216,Google Ads,Search | Interior Painting,Interior Painting
crm,CRM0003931,2025-10-31T09:54:00.000000,Harry Goodwin,harry.goodwin99@example.net,+1 726 355 6383,78229,Organic Search,Organic Search,Interior Painting
crm,CRM0005456,2025-11-01T17:22:00.000000,Denise Franco,denise.franco27@example.org,+1 (210) 997-7570,78217,,Property Manager,Exterior Painting
crm,CRM0000403,2025-11-01T20:57:00.000000,Matthew Lewis,mlewis@example.org,+1 726 349 2230,78232,Organic Search,Organic Search,Interior Painting
crm,CRM0002237,2025-11-02T09:52:00.000000,Melissa Munoz,melissa.munoz7@example.com,+1 726 625 2237,78240,Direct,Direct,Exterior Painting
crm,CRM0007774,2025-11-02T10:10:00.000000,Susan Steele,susan.steele@example.org,2105615236,78201,,Customer Referral,Cabinet Painting
crm,CRM0001527,2025-11-07T21:47:00.000000,Mitchell Graham,mitchellgraham@example.net,+1 726 434 1041,78216,Google Ads,Search | Cabinet Painting,Cabinet Painting
crm,CRM0001528,2025-11-07T21:47:00.000000,Mitchell Graham,mitchellgraham@example.net,+1 726 434 1041,78216,Google Ads,Search | Cabinet Painting,Cabinet Painting
crm,CRM0004097,2025-11-08T09:27:00.000000,Robin Smith,,7266357780,78213,Direct,Direct,Interior Painting
crm,CRM0006426,2025-11-08T13:00:00.000000,Susan Copeland,susan.copeland@example.net,7266240856,78232,Direct,Direct,Interior Painting
crm,CRM0011454,2025-11-10T12:59:00.000000,Angelica Brown,angelica.brown87@example.org,2109684812,78228,Facebook Ads,Meta | Home Refresh,Interior Painting
crm,CRM0003330,2025-11-10T17:19:00.000000,Timothy Barber,timothy.barber@example.net,726-863-0853,78213,Facebook Ads,Meta | Home Refresh,Cabinet Painting
crm,CRM0000029,2025-11-11T15:17:00.000000,Zachary Wood,zacary.wood@example.com,+16210 735 0612,78239,Facebook Ads,Meta | Free Estimate,Exterior Painting
crm,CRM0000180,2025-11-12T02:57:00.000000,Ronald Mcintosh,ronald.mcintosh85@example.org,7264346885,78216,,Realtor Network,Interior Painting
crm,CRM0002297,2025-11-12T23:15:00.000000,Juan Andrews,,+1 (210) 822-5047,78217,,Local Contractor,Cabinet Painting
crm,CRM0002298,2025-11-12T23:15:00.000000,Juan Andrews,,+1 (210) 822-5047,78217,,Local Contractor,Cabinet Painting
crm,CRM0001636,2025-11-13T17:53:00.000000,T. Perez,,+1 (726) 775-6705,78230,Google Ads,Search | Exterior Painting,Exterior Painting
crm,CRM0005080,2025-11-14T11:29:00.000000,Monique Brock,moniquebrock@example.com,2104359860,78240,,Customer Referral,Exterior Painting
crm,CRM0009907,2025-11-14T12:02:00.000000,Gregory Brown,gbrown@example.net,210 701 1944,78228,,Direct,Exterior Painting
crm,CRM0007154,2025-11-16T13:32:00.000000,Jennifer Rogers,jrogers@example.net,+1 (210) 928-8972,78216,,Property Manager,Exterior Painting
crm,CRM0004339,2025-11-18T09:11:00.000000,Kathryn Esparza,kathrynesparza@example.com,2109716224,78228,Direct,Direct,Exterior Painting
crm,CRM0005156,2025-11-18T10:23:00.000000,Richard Allen,,(210) 607-550,38209,Facebook Ads,Meta | Home Refresh,Drywall Repair
crm,CRM0005939,2025-11-18T12:36:00.000000,Leah Adams,leah.adams@example.org,726 855 6341,78217,Google Ads,Search | Interior Painting,Interior Painting
crm,CRM0002558,2025-11-19T05:46:00.000000,Reginald Benton,reginaldbenton@example.net,726-285-1339,78213,Direct,Direct,Cabinet Painting
crm,CRM0006051,2025-11-22T12:58:00.000000,Patrick Fowler,patrick.fowler77@example.org,210-933-3059,78217,Google Ads,Search | Cabinet Painting,Cabinet Painting
crm,CRM0011998,2025-11-22T17:05:00.000000,Renee Hamilton,renee.hamilton51@example.net,(726) 347-1118,78240,Direct,Direct,Exterior Painting
crm,CRM0008006,2025-11-22T19:05:00.000000,Madison Cardenas,mcardenas@example.com,(210) 581-0096,78229,Direct,Direct,Drywall Repair
crm,CRM0007719,2025-11-24T10:17:00.000000,Faith Trujillo,faith.trujillo78@example.net,+1 210 412 4194,78229,,Customer Referral,Drywall Repair
crm,CRM0003834,2025-11-25T22:58:00.000000,Antonio Reed,antonio.reed49@example.org,726 841 7798,78230,Google Ads,Search | Interior Painting,Interior Painting
crm,CRM0011896,2025-11-26T10:11:00.000000,Linda Schroeder,linda.schroeder@example.net,+1 210 955 7963,78230,,Customer Referral,Exterior Painting
crm,CRM0000555,2025-11-26T13:13:00.000000,Carla Franklin,carlafranklin@example.net,7266774116,78228,,Customer Referral,Cabinet Painting
crm,CRM0002289,2025-11-27T15:49:00.000000,Robert Ruiz,robertruiz@example.net,,78217,Organic Search,Organic Search,Drywall Repair
crm,CRM0007183,2025-11-27T17:21:00.000000,Joseph Smith,josephsmith@example.org,2106186980,78216,,Customer Referral,Interior Painting
crm,CRM0006703,2025-11-28T17:59:00.000000,Candace Smith,csmith@example.net,2109205672,78232,Direct,Direct,Cabinet Painting
crm,CRM0005457,2025-11-29T04:08:00.000000,Denise Franco,denise.franco27@example.org,+1 210 997 7570,78217,Direct,Direct,Cabinet Painting
crm,CRM0008976,2025-11-29T18:10:00.000000,David Jones,david.jones@example.com,+1 (210) 527-7605,78229,Direct,Direct,Interior Painting
crm,CRM0004743,2025-11-29T22:13:00.000000,Scott Frazier,scottfrazier@example.com,726-606-8568,78216,Organic Search,Organic Search,Interior Painting
crm,CRM0008265,2025-12-01T00:07:00.000000,Jim Wood,jim.wood10@example.org,(210) 575-6837,78232,Direct,Direct,Drywall Repair
crm,CRM0008264,2025-12-01T00:07:00.000000,Jim Wood,jim.wood10@example.org,(210) 575-6837,78232,Direct,Direct,Drywall Repair
crm,CRM0010506,2025-12-02T07:31:00.000000,Timothy Meyers,timothy.eyers81@example.com,+1 (726) 222-7330,78232,,Customer Referral,Cabinet Painting
crm,CRM0003553,2025-12-02T11:27:00.000000,Jonathan Sanchez,jonathansanchez@example.com,+1 726 801 4076,78201,Direct,Direct,Minor Remodeling
crm,CRM0004471,2025-12-03T07:29:00.000000,Stephanie Lin,stephanie.lin10@example.com,+1 (210) 246-7398,78229,Direct,Direct,Exterior Painting
crm,CRM0010748,2025-12-03T22:54:00.000000,Roger Watkins,rogerwatkins@example.net,(210) 407-7387,78229,Direct,Direct,Cabinet Painting
crm,CRM0002253,2025-12-05T08:00:00.000000,Nathan Davis,nathan.davis@example.com,2104921001,78209,Direct,Direct,Exterior Painting
crm,CRM0008057,2025-12-07T20:26:00.000000,Nicole Acosta,nacosta@example.net,726 589 5168,78228,Direct,Direct,Interior Painting
crm,CRM0012003,2025-12-08T12:23:00.000000,Kenneth Gray,kennethgray@example.com,2104858024,78217,Direct,Direct,Interior Painting
crm,CRM0010313,2025-12-08T20:33:00.000000,Kim Matthews,mkatthews@example.net,+1 (210) 213-5160,78241,,Property Manager,Interior Painting
crm,CRM0009288,2025-12-09T15:42:00.000000,Susan Walker,susa.nwalker40@example.net,726-70993601,78203,Google Ads,Search | Interior Painting,Interior Painting
crm,CRM0006514,2025-12-09T20:19:00.000000,Elizabeth Avila,elizabeth.avila@example.net,7265712342,78240,Organic Search,Organic Search,Exterior Painting
crm,CRM0012335,2025-12-09T21:54:00.000000,Harold Miller,harold.miller@example.net,210-456-9451,78230,Direct,Direct,Interior Painting
crm,CRM0006767,2025-12-10T01:56:00.000000,Michael Larsen,mlarsen@example.com,2103602332,78230,Direct,Direct,Cabinet Painting
crm,CRM0012376,2025-12-12T07:46:00.000000,Michael Garcia,michael.garcia8913@example.com,2107999785,78229,Google Ads,Search | Interior Painting,Interior Painting
crm,CRM0010050,2025-12-12T21:45:00.000000,Christopher Carter,ccarter@example.org,2107034469,78216,Google Ads,Search | Drywall Repair,Drywall Repair
crm,CRM0006758,2025-12-13T14:07:00.000000,Michael Dominguez,michael.dominguez@example.org,726-802-4004,78229,Direct,Direct,Cabinet Painting
crm,CRM0007962,2025-12-14T09:01:00.000000,William Smith,william.smith@example.net,7269247155,78230,Direct,Direct,Exterior Painting
crm,CRM0006607,2025-12-15T14:48:00.000000,Tamara Robles,tamara.robles@example.net,210-260-4097,78228,,Customer Referral,Drywall Repair
crm,CRM0008577,2025-12-15T15:08:00.000000,Philip Roberts,proberts@example.net,210 711 8796,78201,Organic Search,Organic Search,Interior Painting
crm,CRM0002131,2025-12-15T18:13:00.000000,Cory Avery,coryavery@example.org,+1 210 671 1722,78229,Google Ads,Search | Exterior Painting,Exterior Painting
crm,CRM0008151,2025-12-15T19:09:00.000000,Rachel Davis,rachel.davis5842@example.net,+1 (726) 963-0021,78217,Direct,Direct,Minor Remodeling
crm,CRM0008508,2025-12-17T08:40:00.000000,E. Giles,egilles@example.org,+1 (736) 243-6611,78201,Google Ads,Search | Cabinet Painting,Cabinet Painting
crm,CRM0001281,2025-12-18T03:45:00.000000,Crystal Kim,crystalk.zm@example.net,+1 (210) 838-3173,7832,Organic Search,Organic Search,Interior Painting
crm,CRM0011199,2025-12-18T05:06:00.000000,Mary Carroll,marycarroll@example.net,210 910 0231,78216,Direct,Direct,Interior Painting
crm,CRM0001252,2025-12-19T15:48:00.000000,Victoria Delgado,victoria.delgado65@example.net,+1 726 833 5954,78209,Organic Search,Organic Search,Interior Painting
crm,CRM0009831,2025-12-19T16:31:00.000000,Jamie Gonzales,jgonzales@example.com,2106746101,78216,Direct,Direct,Interior Painting
crm,CRM0006785,2025-12-21T12:40:00.000000,Kimberly Callahan,kimberly.callahan@example.net,726-619-7482,78232,,Direct,Interior Painting
crm,CRM0009474,2025-12-23T07:47:00.000000,Samantha Larsen,samanthalarsen@example.net,+1 (726) 661-9467,78229,,Customer Referral,Drywall Repair
crm,CRM0003173,2025-12-24T15:20:00.000000,Paul Finley,paul.finley@example.org,726-256-8625,78240,Direct,Direct,Exterior Painting
crm,CRM0003174,2025-12-24T15:20:00.000000,PAUL FINLEY,paul.finley@example.org,726-256-8625,78240,Direct,Direct,Exterior Painting
crm,CRM0005867,2025-12-26T11:01:00.000000,Kenneth Richardson,kenneth.richardson@example.com,726 626 7588,78216,Organic Search,Organic Search,Interior Painting
crm,CRM0005866,2025-12-26T11:01:00.000000,Kenneth Richardson,kenneth.richardson@example.com,726-626-7588,78216,Organic Search,Organic Search,Interior Painting
crm,CRM0004443,2025-12-26T19:33:00.000000,Jacqueline Luna,jacqueline.luna84@example.com,2107905154,78229,Direct,Direct,Interior Painting
crm,CRM0002930,2025-12-27T23:24:00.000000,Megan Manning,meganmanning@example.net,2104934022,78228,Organic Search,Organic Search,Exterior Painting
crm,CRM0004006,2025-12-31T03:26:00.000000,David Mendoza,dmendoza@example.org,2106079982,78229,Direct,Direct,Interior Painting
crm,CRM0011274,2025-12-31T14:12:00.000000,Robert English,robert..english@example.org,1204979381,7823,Google Ads,Search | Interior Painting,Interior Painting
crm,CRM0008337,2025-12-31T22:28:00.000000,Natalie Robertson,natalierobertson@example.com,(726) 525-1653,78229,Direct,Direct,Drywall Repair
crm,CRM0010446,2026-01-03T02:25:00.000000,Sharon Drake,sharon.drake@example.net,7263603275,78209,Direct,Direct,Cabinet Painting
crm,CRM0007935,2026-01-03T09:55:00.000000,Wendy Johnson,wendy.johnson75@example.org,210-628-4469,78201,Direct,Direct,Drywall Repair
crm,CRM0009824,2026-01-03T17:26:00.000000,Robert Padilla,robert.padilla@example.net,2103583997,78229,Direct,Direct,Exterior Painting
crm,CRM0003251,2026-01-05T11:49:00.000000,Tammy Hobbs,tammyhobbs@example.com,(210) 730-6458,78240,Direct,Direct,Drywall Repair
crm,CRM0003417,2026-01-06T01:39:00.000000,Christopher Ayala,christopherayala@example.net,210 448 7879,78217,Direct,Direct,Interior Painting
crm,CRM0010637,2026-01-06T04:42:00.000000,David Ross,davidross@example.org,+1 210 939 7698,78213,Google Ads,Search | Interior Painting,Interior Painting
crm,CRM0000513,2026-01-07T15:57:00.000000,Justin Sanchez,jsanchez@example.org,(726) 526-2216,78230,Direct,Direct,Cabinet Painting
crm,CRM0000072,2026-01-08T08:40:00.000000,Jesse Arnold,jessearnold@example.net,210 865 9233,78232,Direct,Direct,Minor Remodeling
crm,CRM0008135,2026-01-09T11:17:00.000000,Kirk Owen,kirk.owen61@example.net,+1 726 696 5666,78229,Organic Search,Organic Search,Cabinet Painting
crm,CRM0005493,2026-01-09T18:41:00.000000,Tyler Smith,tylersmith@example.com,2106197864,78213,,Direct,Interior Painting
crm,CRM0004346,2026-01-10T00:15:00.000000,Shawn Stone,sstone@example.com,(210) 201-7236,78229,Facebook Ads,Meta | Home Refresh,Interior Painting
crm,CRM0003211,2026-01-10T11:46:00.000000,April Evans,,+1 (210) 777-6211,78229,Organic Search,Organic Search,Interior Painting
crm,CRM0009385,2026-01-11T10:11:00.000000,Cory Lopez,cory.lopez6730@example.org,7267109601,78230,Google Ads,Search | Exterior Painting,Exterior Painting
crm,CRM0012261,2026-01-11T15:00:00.000000,Troy Daniels,troy.dainels@example.org,+1 726 89 3657,7820,Organic Search,Organic Search,Exterior Painting
crm,CRM0006369,2026-01-12T17:43:00.000000,Kristen Baker,krisen.baker69@example.com,769467576,78261,Direct,Direct,Exterior Painting
crm,CRM0003778,2026-01-13T01:08:00.000000,Rebekah Rice,rebekah.rice11@example.com,2105260427,78230,Direct,Direct,Interior Painting
crm,CRM0008970,2026-01-13T17:43:00.000000,Kristin Armstrong,kristin.armstrong@example.org,210-683-0463,78209,,Customer Referral,Drywall Repair
crm,CRM0011916,2026-01-14T02:16:00.000000,Steve White,swhite@example.com,210-820-2567,78229,Direct,Direct,Minor Remodeling
crm,CRM0009103,2026-01-14T10:11:00.000000,Evan Neal,eneal@example.org,726 357 6932,78232,Organic Search,Organic Search,Exterior Painting
crm,CRM0010356,2026-01-14T11:38:00.000000,Stephen Cummings,stephencummings@example.com,210 535 3571,78240,Direct,Direct,Exterior Painting
crm,CRM0010355,2026-01-14T11:38:00.000000,Stephen Cummings,stephencummings@example.com,+1 (210) 535-3571,78240,Direct,Direct,Exterior Painting
crm,CRM0002196,2026-01-15T10:53:00.000000,Cynthia Jordan,cjordan@example.net,726 496 2094,78217,Organic Search,Organic Search,Interior Painting
crm,CRM0010309,2026-01-16T21:24:00.000000,Maureen Hamilton,maureen.hamilton38@example.org,7264712049,78232,Direct,Direct,Exterior Painting
crm,CRM0007331,2026-01-19T00:01:00.000000,Gabriel Miller,gabrielmiller@example.net,2105403542,78209,Direct,Direct,Exterior Painting
crm,CRM0011449,2026-01-19T01:18:00.000000,Barbara Jones,barbara.jones48@example.org,+1 210 317 0367,78232,Direct,Direct,Minor Remodeling
crm,CRM0008558,2026-01-20T18:06:00.000000,Russell Pollard,russell.pollard78@example.org,+1 (726) 592-3600,78240,Organic Search,Organic Search,Drywall Repair
crm,CRM0002153,2026-01-22T18:34:00.000000,Amy Mann,amy.mann16@example.org,210 249 0444,78213,Organic Search,Organic Search,Interior Painting
crm,CRM0000787,2026-01-23T09:04:00.000000,Sean Bryant,seanbryant@example.net,+1 (210) 793-8433,78232,Facebook Ads,Meta | Free Estimate,Drywall Repair
crm,CRM0010915,2026-01-24T15:09:00.000000,Stephanie Duffy,stephanie.duffy44@example.com,7266795390,78209,Direct,Direct,Exterior Painting
crm,CRM0009505,2026-01-25T07:36:00.000000,Jessica Bailey,jesssica.bailey38@example.net,+1 210 446 3230,78217,Direct,Direct,Interior Painting
crm,CRM0001157,2026-01-26T10:24:00.000000,Anthony Hill,ahill@example.com,+1 (726) 614-3525,78217,Organic Search,Organic Search,Cabinet Painting
crm,CRM0003682,2026-01-31T04:48:00.000000,Shelley Howard,shelley.howard@example.com,2102116681,78201,Direct,Direct,Cabinet Painting
crm,CRM0004416,2026-01-31T17:32:00.000000,Jamie Coleman,jamiecoleman@example.com,+1 210 353 0174,78230,Direct,Direct,Exterior Painting
crm,CRM0003835,2026-02-01T20:44:00.000000,Antonio Reed,antonio.reed49@example.org,+1 (726) 841-7798,78230,,Direct,Drywall Repair
crm,CRM0003788,2026-02-02T07:25:00.000000,Heather Olson,heather.olson89@example.com,+1 726 509 9987,78213,Facebook Ads,Meta | Free Estimate,Cabinet Painting
crm,CRM0010602,2026-02-02T10:00:00.000000,Amanda Guerra,aguerra@example.com,2108431637,78240,Direct,Direct,Interior Painting
crm,CRM0007561,2026-02-02T22:43:00.000000,Carrie Cruz,carrie.cruz27@example.org,+1 (210) 728-2051,78201,Direct,Direct,Cabinet Painting
crm,CRM0010600,2026-02-02T23:49:00.000000,Jacqueline Garcia,jacqueline.garcia38@example.com,+1 (210) 437-0913,78217,Google Ads,Search | Exterior Painting,Exterior Painting
crm,CRM0005026,2026-02-03T11:34:00.000000,Charles Smith,charles.smith@example.com,7268829233,78201,,Customer Referral,Interior Painting
crm,CRM0011581,2026-02-04T16:45:00.000000,Sandra Jones,sadrajones@example.org,212798846,7824,Direct,Direct,Interior Painting
crm,CRM0001742,2026-02-05T09:17:00.000000,Karen French,karen.french41@example.org,7262783556,78228,Organic Search,Organic Search,Interior Painting
crm,CRM0003675,2026-02-05T14:22:00.000000,Patricia Freeman,patricia.freeman30@example.net,,78217,Organic Search,Organic Search,Cabinet Painting
crm,CRM0000155,2026-02-06T18:59:00.000000,Christopher Mueller,christophermueller@example.com,7264828025,78213,,Customer Referral,Exterior Painting
crm,CRM0010092,2026-02-07T03:48:00.000000,Pamela King,pamela.kung@example.org,+1 726 609 8504,78240,,Realtor Network,Interior Painting
crm,CRM0010091,2026-02-07T03:48:00.000000,Pamela King,pamela.kung@example.org,726 609 8504,78240,,Realtor Network,Interior Painting
crm,CRM0004173,2026-02-07T14:06:00.000000,Kenneth Hansen,kenneth.hansen53@example.com,210 287 1757,78240,Direct,Direct,Interior Painting
crm,CRM0010013,2026-02-07T21:38:00.000000,Russell Romero,russell.romero97@example.org,7269611145,78228,,Search | Interior Painting,Interior Painting
crm,CRM0007301,2026-02-08T16:52:00.000000,Mathew Higgins,mathew.higgins13@example.net,+1 210 412 7710,78232,Direct,Direct,Exterior Painting
crm,CRM0001008,2026-02-08T16:53:00.000000,Kimberly Soto,kimberly.soto@example.com,2106800554,78216,Organic Search,Organic Search,Minor Remodeling
crm,CRM0001619,2026-02-08T21:55:00.000000,William French,william.french85@example.net,2103579497,78229,Direct,Direct,Exterior Painting
crm,CRM0003095,2026-02-08T23:43:00.000000,Rebecca Wood,rwood@example.org,210 872 9884,78228,Organic Search,Organic Search,Interior Painting
crm,CRM0011541,2026-02-09T05:31:00.000000,Shawn Castillo,shawn.castillo82@example.com,,78201,Organic Search,Organic Search,Exterior Painting
crm,CRM0006029,2026-02-10T05:53:00.000000,Danielle Scott,daniellescott@example.com,(726) 941-5823,78228,Direct,Direct,Exterior Painting
crm,CRM0004171,2026-02-10T14:39:00.000000,Austin Anderson,austin.anderson23@example.com,7262152181,78230,Direct,Direct,Drywall Repair
crm,CRM0002588,2026-02-10T22:43:00.000000,Catherine Ali,cali@example.org,2104938230,78213,Direct,Direct,Exterior Painting
crm,CRM0000540,2026-02-11T14:57:00.000000,Samantha Christensen,schristensen@example.com,726-877-2401,78240,Organic Search,Organic Search,Exterior Painting
crm,CRM0002923,2026-02-13T06:06:00.000000,Betty Campbell,betty.campbell36@example.com,726-781-8994,78240,Direct,Direct,Cabinet Painting
crm,CRM0006717,2026-02-13T13:07:00.000000,Nichole Harvey,nichole.harvey99@example.com,2108631858,78216,Organic Search,Organic Search,Minor Remodeling
crm,CRM0006409,2026-02-13T13:27:00.000000,Wendy Norman,wendy.norman@example.com,(726) 994-5485,78209,Direct,Direct,Drywall Repair
crm,CRM0000107,2026-02-14T20:17:00.000000,William Lowe,william.lowe@example.com,+1 210 844 6416,78228,Facebook Ads,Meta | Home Refresh,Exterior Painting
crm,CRM0011332,2026-02-15T01:36:00.000000,Emily Roberts,emily.roberts18@example.net,,78230,,Direct,Cabinet Painting
crm,CRM0005210,2026-02-15T19:01:00.000000,Timothy Gray,timothygray@example.org,(726) 829-3550,78230,,Customer Referral,Exterior Painting
crm,CRM0007430,2026-02-16T07:39:00.000000,Anthony Green,anthonygreen@example.net,(210) 547-8972,78209,Facebook Ads,Meta | Free Estimate,Exterior Painting
crm,CRM0006885,2026-02-16T17:35:00.000000,Alvin Moore,alvin.moore@example.net,+1 (210) 275-0018,78230,Google Ads,Search | Drywall Repair,Drywall Repair
crm,CRM0007722,2026-02-16T18:34:00.000000,Mrvin Leonard,mrvin.leonard@example.com,(426) 634-6784,78228,Organic Search,Organic Search,Interior Painting
crm,CRM0000692,2026-02-18T10:31:00.000000,Aaron Thomas,aaronthomas@example.com,2107965964,78216,,Customer Referral,Interior Painting
crm,CRM0002373,2026-02-18T20:42:00.000000,Michael Figueroa,michael.figueroa@example.org,2109672361,78216,,Customer Referral,Drywall Repair
crm,CRM0007446,2026-02-19T16:56:00.000000,Jeffrey Gray,jeffrey.gray71@example.net,2105358613,78217,,Customer Referral,Interior Painting
crm,CRM0008440,2026-02-19T19:42:00.000000,Kristy Hernandez,kristyhernandez@example.org,+1 (726) 562-4980,78232,Direct,Direct,Interior Painting
crm,CRM0009783,2026-02-20T05:49:00.000000,Madeline Wilson,madelinee.wilson@example.net,726-896-3915,78240,Direct,Direct,Exterior Painting
crm,CRM0008534,2026-02-20T09:11:00.000000,Tiffany Wright,tiffany.wright77@example.org,2107188470,78232,Direct,Direct,Exterior Painting
crm,CRM0004547,2026-02-20T13:24:00.000000,ronald wagner,ronaldwagner@example.net,7268740925,78228,Organic Search,Organic Search,Interior Painting
crm,CRM0004546,2026-02-20T13:24:00.000000,Ronald Wagner,ronaldwagner@example.net,7268740925,78228,Organic Search,Organic Search,Interior Painting
crm,CRM0010108,2026-02-21T07:52:00.000000,Mary Moore,marymoore@example.org,+1 726 831 3322,78229,Organic Search,Organic Search,Exterior Painting
crm,CRM0009486,2026-02-21T10:55:00.000000,Tyler Jones,tyler.jones@example.com,,78232,Organic Search,Organic Search,Cabinet Painting
crm,CRM0009049,2026-02-22T00:15:00.000000,Brandon Brooks,brandonbrooks@example.org,2105021598,78217,,Customer Referral,Drywall Repair
crm,CRM0006620,2026-02-23T00:13:00.000000,William Dunn,william.dunn@example.com,2103807284,78230,Direct,Direct,Cabinet Painting
crm,CRM0009515,2026-02-23T11:02:00.000000,David Ellis,dellis@example.net,7262983221,78228,,Realtor Network,Exterior Painting
crm,CRM0005245,2026-02-23T14:59:00.000000,Aaron Horn,ahorn@example.com,2108786444,78201,Direct,Direct,Cabinet Painting
crm,CRM0003539,2026-02-23T16:56:00.000000,Tammy Ramsey,tammy.ramsey@example.com,+1 210 455 1769,78216,Direct,Direct,Interior Painting
crm,CRM0009262,2026-02-25T02:44:00.000000,Linda Burns,,2108806647,78217,,Customer Referral,Interior Painting
crm,CRM0012305,2026-02-26T15:36:00.000000,Christina Long,christina.long13@example.com,(726) 247-4829,78213,Organic Search,Organic Search,Drywall Repair
crm,CRM0008049,2026-02-27T16:36:00.000000,Alexandra Norman,anorman@example.org,210 301 9496,78201,Facebook Ads,Meta | Home Refresh,Exterior Painting
crm,CRM0012480,2026-02-28T18:10:00.000000,Stacy Morris,stacy.morris81@example.com,2109540216,78230,Organic Search,Organic Search,Drywall Repair
crm,CRM0000678,2026-03-01T14:26:00.000000,Anthony Reynolds,anthony.reynolds38@example.org,210 943 8677,78201,Organic Search,Organic Search,Minor Remodeling
crm,CRM0001506,2026-03-01T14:36:00.000000,Shawn Jordan,shawnjordan@example.com,726 240 2341,78217,Direct,Direct,Drywall Repair
crm,CRM0005825,2026-03-03T08:09:00.000000,Tanner Todd,tanner.todd2@example.net,+1 (726) 855-9785,78209,,Search | Interior Painting,Interior Painting
crm,CRM0004113,2026-03-03T13:12:00.000000,James Oliver,james.oliver88@example.org,(726) 242-5449,78209,Direct,Direct,Exterior Painting
crm,CRM0005185,2026-03-03T19:16:00.000000,Joanne Martin,jmartin@example.org,726-421-0801,78213,Organic Search,Organic Search,Exterior Painting
crm,CRM0008410,2026-03-04T06:56:00.000000,Scott Webster,scott.webster22@example.org,+1 (210) 888-5375,78229,Organic Search,Organic Search,Drywall Repair
crm,CRM0008347,2026-03-04T18:24:00.000000,Joseph Torres,joseph.torres56@example.org,+1 210 682 9685,78228,Google Ads,Search | Interior Painting,Interior Painting
crm,CRM0005577,2026-03-05T17:26:00.000000,Dawn Keith,dkeith@example.org,+1 (726) 582-3911,78232,Direct,Direct,Exterior Painting
crm,CRM0004292,2026-03-06T13:35:00.000000,Lisa Gonzalez,lisagonzalez@example.com,(210) 234-2683,78240,Facebook Ads,Meta | Seasonal Promo,Interior Painting
crm,CRM0001986,2026-03-06T14:51:00.000000,Haley Mahoney,haley.mahoney51@example.org,+1 (726) 954-6494,78209,Google Ads,Search | Minor Remodeling,Minor Remodeling
crm,CRM0009657,2026-03-08T07:28:00.000000,Benjamin Jones,benjamin.jones31@example.org,2104077960,78232,Direct,Direct,Minor Remodeling
crm,CRM0007484,2026-03-08T10:06:00.000000,Jenny Grimes,jenny.grimes27@example.net,210 847 1505,78230,Direct,Direct,Interior Painting
crm,CRM0008326,2026-03-08T14:16:00.000000,Lisa Robinson,lisa.robinson@example.com,210291150,78217,Organic Search,Organic Search,Interior Painting
crm,CRM0005351,2026-03-09T04:03:00.000000,Samantha Peck,speck@example.org,210 932 2114,78216,Facebook Ads,Meta | Free Estimate,Exterior Painting
crm,CRM0001482,2026-03-09T11:38:00.000000,Emily Daniel,emily.daniel@example.net,(210) 337-4889,78230,Google Ads,Search | Cabinet Painting,Cabinet Painting
crm,CRM0006178,2026-03-09T22:51:00.000000,Robert Sawyer,rswyer@example.net,+1 726) 431-4098,8213,Direct,Direct,Interior Painting
crm,CRM0001337,2026-03-10T17:27:00.000000,Joyce Rodriguez,joyce.rodriguez35@example.net,+1 210 860 2187,78217,,Customer Referral,Minor Remodeling
crm,CRM0007919,2026-03-10T20:30:00.000000,Christine Terrell,christineterrell@example.net,+1 210 708 4964,78209,Organic Search,Organic Search,Minor Remodeling
crm,CRM0007920,2026-03-10T20:30:00.000000,Christine Terrell,Christineterrell@example.net,+1 210 708 4964,78209,Organic Search,Organic Search,Minor Remodeling
crm,CRM0003897,2026-03-10T22:22:00.000000,Jasmine Hoffman,jasmine.hoffman@example.org,210-549-1433,78209,Direct,Direct,Minor Remodeling
crm,CRM0009721,2026-03-12T15:26:00.000000,Andrew Thompson,andrewthompson@example.net,(726) 706-0886,78209,Organic Search,Organic Search,Minor Remodeling
crm,CRM0003263,2026-03-12T19:43:00.000000,Lance Davis,lance.davis65@example.org,726-577-5861,78216,Direct,Direct,Exterior Painting
crm,CRM0007990,2026-03-13T09:51:00.000000,Dawn Johnson,dawnjohnson@example.org,2105708646,78216,Direct,Direct,Interior Painting
crm,CRM0006526,2026-03-13T12:01:00.000000,Sanrda Arellano,sandra.arellano5@example.com,786 394 6425,78213,,Customer Referral,Interior Painting
crm,CRM0005413,2026-03-14T20:10:00.000000,James West,james.west@example.net,7269993390,78213,Organic Search,Organic Search,Cabinet Painting
crm,CRM0008493,2026-03-16T10:23:00.000000,William Washington,williamwashington@example.com,(726) 507-8721,78216,,Customer Referral,Drywall Repair
crm,CRM0011284,2026-03-16T11:10:00.000000,Gary Olson,garyolson@example.org,+1 (726) 515-6450,78209,Direct,Direct,Exterior Painting
crm,CRM0005430,2026-03-16T20:44:00.000000,Holly Johnson,holly.johnson@example.net,(726) 668-5363,78213,,Customer Referral,Exterior Painting
