marketing_record_id,captured_at,platform,source_label,campaign,name,email,phone,zip_code,service,form_name,landing_page
MKT0003820,2025-10-29T20:39:00.000000,Meta,meta_paid,Meta | Home Refresh,Jessica Boone,jessicaboone@example.net,+1 726 975 2448,78230,Drywall Repair,Meta Lead Form,/painting-offer
MKT0003821,2025-01-05T14:06:00.000000,Google Ads,google_paid,Search | Exterior Painting,Tiffany Ramirez,tiffany.ramirez@example.net,(210) 943-5400,78232,Exterior Painting,Request an Estimate,/estimate
MKT0003822,2025-06-22T10:57:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Tiffany Ramirez,tiffany.ramirez@example.net,,78232,Exterior Painting,Meta Lead Form,/painting-offer
MKT0003823,2025-07-25T16:53:00.000000,Meta,meta_paid,Meta | Seasonal Promo,T. Harvey,tonyaharvey@example.net,(726) 371-7669,78230,Interior Painting,Meta Lead Form,/painting-offer
MKT0003824,2025-03-04T17:15:00.000000,Google Ads,google_paid,Search | Cabinet Painting,Heidi Reed,hreed@example.net,2105476763,78228,Cabinet Painting,Request an Estimate,/estimate
MKT0003825,2026-04-04T14:51:00.000000,Meta,meta_paid,Meta | Free Estimate,Michael Carrillo,michaelcarrillo@example.com,+1 726 507 3568,78232,Interior Painting,Meta Lead Form,/painting-offer
MKT0003826,2025-09-02T13:38:00.000000,Meta,meta_paid,Meta | Seasonal Promo,dale williams,dalewilliams@example.net,7265758457,78230,Minor Remodeling,Meta Lead Form,/painting-offer
MKT0003827,2025-12-18T10:52:00.000000,Meta,meta_paid,Meta | Free Estimate,Amanda Spencer,amanda.spencer@example.org,2108726666,78217,Exterior Painting,Meta Lead Form,/painting-offer
MKT0003828,2025-08-21T18:56:00.000000,Google Ads,google_paid,Search | Cabinet Painting,Patricia Bailey,patriciabailey@example.org,7263413761,78232,Cabinet Painting,Request an Estimate,/estimate
MKT0003829,2026-03-06T13:21:00.000000,Google Ads,google_paid,Search | Drywall Repair,Patricia Bailey,patriciabailey@example.org,726-341-3761,78232,Drywall Repair,Request an Estimate,/estimate
MKT0003830,2026-02-19T09:22:00.000000,Website Analytics,organic_search,Organic Search,Robert James,robert.james@example.org,+1 726 967 6218,78229,Interior Painting,Website Estimate Form,/services
MKT0003831,2025-08-04T13:07:00.000000,Meta,meta_paid,Meta | Home Refresh,Kimberly Martin,kimberly.martin@example.org,(210) 554-9607,78217,Interior Painting,Meta Lead Form,/painting-offer
MKT0003832,2025-09-24T15:47:00.000000,Google Ads,google_paid,Search | Interior Painting,K. Martin,kimberly.martin@example.org,2105549607,78217,Interior Painting,Request an Estimate,/estimate
MKT0003833,2025-09-24T15:55:00.000000,Google Ads,google_paid,Search | Interior Painting,K. Martin,kimberly.martin@example.org,2105549607,78217,Interior Painting,Request an Estimate,/estimate
MKT0003834,2025-10-28T18:20:00.000000,Google Ads,google_paid,Search | Interior Painting,Justin Morris,justin.morris@example.net,7267184705,78213,Interior Painting,Request an Estimate,/estimate
MKT0003835,2025-05-26T12:22:00.000000,Google Ads,google_paid,Search | Drywall Repair,Nathaniel Rodriguez,,(726) 592-8325,78216,Drywall Repair,Request an Estimate,/estimate
MKT0003836,2025-10-21T01:34:00.000000,Website Analytics,direct_website,Direct,Nathaniel Rodriguez,nathaniel.rodriguez32@example.org,7265928325,78216,Interior Painting,Website Contact Form,/contact
MKT0003837,2026-02-21T00:00:00.000000,Google Ads,google_paid,Search | Drywall Repair,Nathaniel Rodriguez,nathaniel.rodriguez32@example.org,7265928325,78216,Drywall Repair,Request an Estimate,/estimate
MKT0003838,2026-06-16T12:35:00.000000,Website Analytics,organic_search,Organic Search,David Williams,dwilliams@example.net,7266543337,78230,Interior Painting,Website Estimate Form,/services
MKT0003839,2026-01-28T13:33:00.000000,Google Ads,google_paid,Search | Interior Painting,Jennifer Price,jennifer.price46@example.com,7262617866,78240,Interior Painting,Request an Estimate,/estimate
MKT0003840,2026-05-04T13:20:00.000000,Google Ads,google_paid,Search | Cabinet Painting,Jennifer Price,jennifer.price46@example.com,,78240,Cabinet Painting,Request an Estimate,/estimate
MKT0003841,2025-05-01T19:26:00.000000,Google Ads,google_paid,Search | Interior Painting,Dylan Baker,dylan.baker39@example.com,2106599064,78209,Interior Painting,Request an Estimate,/estimate
MKT0003842,2026-01-09T20:28:00.000000,Website Analytics,direct_website,Direct,STACEY ROBERTS,staceyroberts@example.net,(726) 970-8773,78217,Interior Painting,Website Contact Form,/contact
MKT0003843,2025-12-30T12:47:00.000000,Website Analytics,direct_website,Direct,Rachel Perez,rachel.perez88@example.net,210-446-5517,78232,Cabinet Painting,Website Contact Form,/contact
MKT0003844,2026-02-12T13:39:00.000000,Google Ads,google_paid,Search | Exterior Painting,Deborah Davis,deborahdavis@example.org,+1 726 993 3226,78228,Exterior Painting,Request an Estimate,/estimate
MKT0003845,2026-01-12T16:33:00.000000,Google Ads,google_paid,Search | Interior Painting,N. Keller,nicole.keller@example.com,2107446346,78209,Interior Painting,Request an Estimate,/estimate
MKT0003846,2026-01-12T16:42:00.000000,Google Ads,google_paid,Search | Interior Painting,N. Keller,nicole.keller@example.com,2107446346,78209,Interior Painting,Request an Estimate,/estimate
MKT0003847,2026-06-23T18:00:00.000000,Website Analytics,organic_search,Organic Search,Brenda Johnson,brendajohnson@example.net,+1 726 414 8872,78240,Interior Painting,Website Estimate Form,/services
MKT0003848,2026-06-21T08:58:00.000000,Website Analytics,organic_search,Organic Search,Sarah Edwards,sedwards@example.com,2103637821,78213,Drywall Repair,Website Estimate Form,/services
MKT0003849,2026-05-25T11:48:00.000000,Google Ads,google_paid,Search | Interior Painting,Michael Miller,mmiller@example.com,7266506781,78232,Interior Painting,Request an Estimate,/estimate
MKT0003850,2025-07-23T13:54:00.000000,Website Analytics,direct_website,Direct,Brian Palmer,brian.palmer@example.com,726-511-5058,78216,Exterior Painting,Website Contact Form,/contact
MKT0003851,2026-01-25T06:33:00.000000,Website Analytics,organic_search,Organic Search,Nicole Compton,ncompton@example.com,7262793634,78240,Cabinet Painting,Website Estimate Form,/services
MKT0003852,2026-04-18T19:48:00.000000,Website Analytics,direct_website,Direct,Jennifer Campbell,jennifer.campbell23@example.com,+1 210 778 1010,78213,Interior Painting,Website Contact Form,/contact
MKT0003853,2025-02-09T20:11:00.000000,Google Ads,google_paid,Search | Interior Painting,Christopher Dominguez,christopher.dominguez43@example.com,,78216,Interior Painting,Request an Estimate,/estimate
MKT0003854,2026-06-30T22:19:00.000000,Google Ads,google_paid,Search | Interior Painting,Keith Huerta,khuerta@example.com,(210) 582-7154,78213,Interior Painting,Request an Estimate,/estimate
MKT0003855,2025-05-18T19:48:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Bethany Davis,bethany.davis@example.org,210-669-7507,78240,Minor Remodeling,Meta Lead Form,/painting-offer
MKT0003856,2025-10-21T04:07:00.000000,Website Analytics,direct_website,Direct,Bethany Davis,bethany.davis@example.org,210-669-7507,78240,Drywall Repair,Website Contact Form,/contact
MKT0003857,2025-04-16T11:05:00.000000,Website Analytics,organic_search,Organic Search,Brandi Tucker,brandi.tucker94@example.net,(726) 332-4510,78229,Minor Remodeling,Website Estimate Form,/services
MKT0003858,2025-06-11T15:14:00.000000,Website Analytics,organic_search,Organic Search,Nicholas Nguyen,nicholas.nguyen@example.net,2109253856,78201,Minor Remodeling,Website Estimate Form,/services
MKT0003859,2025-04-05T10:43:00.000000,Google Ads,google_paid,Search | Interior Painting,Jennifer Smith,jennifersmith@example.com,7265071492,78217,Interior Painting,Request an Estimate,/estimate
MKT0003860,2026-03-24T12:47:00.000000,Meta,meta_paid,Meta | Free Estimate,Jesse Hamilton,jhamilton@example.com,726-402-7958,78229,Drywall Repair,Meta Lead Form,/painting-offer
MKT0003861,2026-04-17T10:47:00.000000,Website Analytics,organic_search,Organic Search,Brianna Miranda,brianna.miranda62@example.net,7264198714,78240,Interior Painting,Website Estimate Form,/services
MKT0003862,2025-06-26T12:34:00.000000,Meta,meta_paid,Meta | Free Estimate,Mariah Davis,mariahdavis@example.org,(210) 878-7466,78230,Interior Painting,Meta Lead Form,/painting-offer
MKT0003863,2025-01-25T03:54:00.000000,Website Analytics,direct_website,Direct,Alan Lee,alan.lee@example.org,7264689730,78228,Interior Painting,Website Contact Form,/contact
MKT0003864,2025-02-07T11:04:00.000000,Website Analytics,direct_website,Direct,Alex Crawford,alex.crawford71@example.org,2104139907,78232,Interior Painting,Website Contact Form,/contact
MKT0003865,2025-07-01T16:44:00.000000,Website Analytics,organic_search,Organic Search,Alex Crawford,alex.crawford71@example.org,2104139907,78232,Exterior Painting,Website Estimate Form,/services
MKT0003866,2025-09-24T18:51:00.000000,Website Analytics,organic_search,Organic Search,Katherine Brooks,katherine.brooks77@example.net,2106711819,78201,Exterior Painting,Website Estimate Form,/services
MKT0003867,2025-12-01T20:01:00.000000,Google Ads,google_paid,Search | Exterior Painting,Michele Blackburn,mblackburn@example.net,7264176152,78229,Exterior Painting,Request an Estimate,/estimate
MKT0003868,2026-01-25T06:00:00.000000,Website Analytics,organic_search,Organic Search,Michele Blackburn,mblackburn@example.net,+1 726 417 6152,78229,Exterior Painting,Website Estimate Form,/services
MKT0003869,2025-03-24T10:28:00.000000,Google Ads,google_paid,Search | Interior Painting,Robert Jackson,robertjackson@example.com,+1 210 554 1087,78209,Interior Painting,Request an Estimate,/estimate
MKT0003870,2026-04-08T02:34:00.000000,Google Ads,google_paid,Search | Exterior Painting,mark delgado,,2104433764,78232,Exterior Painting,Request an Estimate,/estimate
MKT0003871,2026-01-29T19:12:00.000000,Website Analytics,organic_search,Organic Search,Christopher Sandoval,christophersandoval@example.com,7267920584,78201,Interior Painting,Website Estimate Form,/services
MKT0003872,2025-04-07T09:28:00.000000,Google Ads,google_paid,Search | Interior Painting,Michael Holland,michael.holland@example.net,7268427307,78216,Interior Painting,Request an Estimate,/estimate
MKT0003873,2025-08-03T06:53:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Timothy Figueroa,timothyfigueroa@example.org,726-616-7313,78240,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0003874,2026-05-05T18:10:00.000000,Website Analytics,organic_search,Organic Search,Kayla Mcbride,kmcbride@example.org,7264000851,78240,Cabinet Painting,Website Estimate Form,/services
MKT0003875,2026-02-16T02:21:00.000000,Meta,meta_paid,Meta | Free Estimate,Summer Williams,summer.williams@example.net,210-877-8816,78217,Interior Painting,Meta Lead Form,/painting-offer
MKT0003876,2026-05-06T03:45:00.000000,Website Analytics,direct_website,Direct,Michael Atkinson,michael.atkinson@example.org,7267857892,78217,Cabinet Painting,Website Contact Form,/contact
MKT0003877,2026-03-14T16:55:00.000000,Google Ads,google_paid,Search | Interior Painting,Jose Russell,joserussell@example.org,2106178089,78240,Interior Painting,Request an Estimate,/estimate
MKT0003878,2025-09-19T09:41:00.000000,Google Ads,google_paid,Search | Interior Painting,Daniel Hernandez,danielhernandez@example.net,+1 210 921 8540,78230,Interior Painting,Request an Estimate,/estimate
MKT0003879,2025-08-23T14:44:00.000000,Meta,meta_paid,Meta | Home Refresh,Joseph Gonzalez,joseph.gonzalez71@example.com,2107379562,78240,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0003880,2025-08-23T14:48:00.000000,Meta,meta_paid,Meta | Home Refresh,Joseph Gonzalez,joseph.gonzalez71@example.com,2107379562,78240,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0003881,2025-10-21T12:57:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Rebecca Baldwin,rebecca.baldwin@example.org,2102701051,78217,Drywall Repair,Meta Lead Form,/painting-offer
MKT0003882,2026-03-11T07:19:00.000000,Google Ads,google_paid,Search | Exterior Painting,Max Pittman,mpittman@example.com,(210) 685-8652,78209,Exterior Painting,Request an Estimate,/estimate
MKT0003883,2025-10-07T13:20:00.000000,Google Ads,google_paid,Search | Interior Painting,John Dominguez,john.dominguez33@example.com,726-615-8421,78213,Interior Painting,Request an Estimate,/estimate
MKT0003884,2026-03-06T16:34:00.000000,Meta,meta_paid,Meta | Free Estimate,Megan Morrison,mmorrison@example.org,7267836339,78240,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0003885,2026-05-15T11:45:00.000000,Website Analytics,organic_search,Organic Search,Carolyn Casey,carolyncasey@example.org,2104584190,78216,Cabinet Painting,Website Estimate Form,/services
MKT0003886,2026-05-26T12:33:00.000000,Google Ads,google_paid,Search | Minor Remodeling,Robert Perez,robertperez@example.org,7263841873,78213,Minor Remodeling,Request an Estimate,/estimate
MKT0003887,2025-10-29T16:45:00.000000,Meta,meta_paid,Meta | Home Refresh,Charles Smith,charlessmith@example.com,2104493072,78217,Minor Remodeling,Meta Lead Form,/painting-offer
MKT0003888,2025-10-29T16:54:00.000000,Meta,meta_paid,Meta | Home Refresh,Charles Smith,charlessmith@example.com,2104493072,78217,Minor Remodeling,Meta Lead Form,/painting-offer
MKT0003889,2026-02-13T11:32:00.000000,Google Ads,google_paid,Search | Interior Painting,C. Smith,charlessmith@example.com,,78217,Interior Painting,Request an Estimate,/estimate
MKT0003890,2025-03-09T14:38:00.000000,Website Analytics,organic_search,Organic Search,B. Gray,bethany.gray@example.com,210-535-1671,78217,Minor Remodeling,Website Estimate Form,/services
MKT0003891,2025-06-06T10:59:00.000000,Meta,meta_paid,Meta | Home Refresh,Mike Marshall,mike.marshall@example.org,7263577215,78240,Drywall Repair,Meta Lead Form,/painting-offer
MKT0003892,2025-09-20T12:09:00.000000,Google Ads,google_paid,Search | Cabinet Painting,Tony Lewis,tony.lewis22@example.net,7263246634,78228,Cabinet Painting,Request an Estimate,/estimate
MKT0003893,2025-04-19T15:32:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Sarah Tyler,sarah.tyler36@example.net,(210) 582-8041,78228,Drywall Repair,Meta Lead Form,/painting-offer
MKT0003894,2026-04-02T09:36:00.000000,Website Analytics,direct_website,Direct,Holly Munoz,hmunoz@example.com,(210) 920-8274,78201,Interior Painting,Website Contact Form,/contact
MKT0003895,2025-07-15T08:02:00.000000,Google Ads,google_paid,Search | Drywall Repair,Jon Lopez,jlopez@example.com,7266406140,78213,Drywall Repair,Request an Estimate,/estimate
MKT0003896,2026-05-14T18:37:00.000000,Website Analytics,direct_website,Direct,Julia Gay,juliagay@example.org,210-914-2404,78240,Exterior Painting,Website Contact Form,/contact
MKT0003897,2025-04-24T18:21:00.000000,Website Analytics,organic_search,Organic Search,John Haynes,johnhaynes@example.net,2107999268,78228,Interior Painting,Website Estimate Form,/services
MKT0003898,2025-07-22T08:34:00.000000,Website Analytics,organic_search,Organic Search,J. Haynes,johnhaynes@example.net,2107999268,78228,Drywall Repair,Website Estimate Form,/services
MKT0003899,2025-04-17T07:16:00.000000,Website Analytics,organic_search,Organic Search,Jessica Mann,jmann@example.org,726-768-9309,78230,Interior Painting,Website Estimate Form,/services
MKT0003900,2026-06-04T07:52:00.000000,Meta,meta_paid,Meta | Home Refresh,Michael Cooper,mcooper@example.com,(726) 296-1997,78232,Interior Painting,Meta Lead Form,/painting-offer
MKT0003901,2025-05-23T06:28:00.000000,Website Analytics,direct_website,Direct,James Foley,jfoley@example.org,7263690404,78228,Minor Remodeling,Website Contact Form,/contact
MKT0003902,2025-09-04T20:13:00.000000,Website Analytics,direct_website,Direct,Evan Fritz,evan.fritz@example.org,726-844-8853,78201,Minor Remodeling,Website Contact Form,/contact
MKT0003903,2026-03-19T21:46:00.000000,Meta,meta_paid,Meta | Free Estimate,Julia Olsen,jolsen@example.com,726-776-5484,78209,Interior Painting,Meta Lead Form,/painting-offer
MKT0003904,2026-06-30T04:49:00.000000,Meta,meta_paid,Meta | Free Estimate,Anthony Berry,,(726) 473-6755,78232,Exterior Painting,Meta Lead Form,/painting-offer
MKT0003905,2026-05-13T09:35:00.000000,Google Ads,google_paid,Search | Minor Remodeling,Lisa York,lisa.york@example.com,7264855135,78209,Minor Remodeling,Request an Estimate,/estimate
MKT0003906,2025-09-05T03:19:00.000000,Meta,meta_paid,Meta | Home Refresh,Gavin Pierce,gavin.pierce@example.com,2106387341,78229,Exterior Painting,Meta Lead Form,/painting-offer
MKT0003907,2025-05-16T08:10:00.000000,Google Ads,google_paid,Search | Drywall Repair,DESTINY KEITH,destiny.keith4017@example.org,+1 210 981 5609,78229,Drywall Repair,Request an Estimate,/estimate
MKT0003908,2026-02-21T23:50:00.000000,Google Ads,google_paid,Search | Exterior Painting,Chase Stout,chase.stout@example.net,7268133867,78213,Exterior Painting,Request an Estimate,/estimate
MKT0003909,2025-07-22T16:25:00.000000,Google Ads,google_paid,Search | Interior Painting,Kelsey Williams,kelseywilliams@example.org,7269242033,78230,Interior Painting,Request an Estimate,/estimate
MKT0003910,2025-10-22T12:12:00.000000,Website Analytics,organic_search,Organic Search,Jessica Waller,jessica.waller81@example.org,7268367293,78240,Minor Remodeling,Website Estimate Form,/services
MKT0003911,2026-05-05T11:37:00.000000,Google Ads,google_paid,Search | Interior Painting,Crystal Hall,crystal.hall@example.org,2104756287,78201,Interior Painting,Request an Estimate,/estimate
MKT0003912,2026-06-25T13:54:00.000000,Website Analytics,organic_search,Organic Search,Crystal Hall,crystal.hall@example.org,(210) 475-6287,78201,Exterior Painting,Website Estimate Form,/services
MKT0003913,2025-12-31T08:50:00.000000,Google Ads,google_paid,Search | Minor Remodeling,Johnny Matthews,johnny.matthews@example.net,7266361359,78229,Minor Remodeling,Request an Estimate,/estimate
MKT0003914,2026-05-18T07:53:00.000000,Google Ads,google_paid,Search | Cabinet Painting,Johnny Matthews,johnny.matthews@example.net,7266361359,78229,Cabinet Painting,Request an Estimate,/estimate
MKT0003915,2026-05-18T08:03:00.000000,Google Ads,google_paid,Search | Cabinet Painting,Johnny Matthews,johnny.matthews@example.net,7266361359,78229,Cabinet Painting,Request an Estimate,/estimate
MKT0003916,2025-11-14T07:37:00.000000,Website Analytics,direct_website,Direct,Laura Mcintosh,lmcintosh@example.com,7266189640,78228,Minor Remodeling,Website Contact Form,/contact
MKT0003917,2025-08-05T13:19:00.000000,Google Ads,google_paid,Search | Interior Painting,William Navarro,william.navarro31@example.com,726-942-3497,78232,Interior Painting,Request an Estimate,/estimate
MKT0003918,2026-01-18T18:14:00.000000,Website Analytics,organic_search,Organic Search,William Navarro,william.navarro31@example.com,7269423497,78232,Minor Remodeling,Website Estimate Form,/services
MKT0003919,2026-04-30T16:17:00.000000,Google Ads,google_paid,Search | Cabinet Painting,Kimberly Larson,kimberly.larson@example.org,7266897099,78201,Cabinet Painting,Request an Estimate,/estimate
MKT0003920,2026-03-18T19:12:00.000000,Website Analytics,organic_search,Organic Search,Michelle Saunders,,+1 210 477 1543,78217,Minor Remodeling,Website Estimate Form,/services
MKT0003921,2026-02-17T13:55:00.000000,Meta,meta_paid,Meta | Seasonal Promo,David Wright,david.wright94@example.org,7263244189,78217,Exterior Painting,Meta Lead Form,/painting-offer
MKT0003922,2026-06-25T22:04:00.000000,Google Ads,google_paid,Search | Interior Painting,Caleb Kline,ckline@example.org,726-493-7176,78216,Interior Painting,Request an Estimate,/estimate
MKT0003923,2026-03-27T13:50:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Matthew Boyer,matthew.boyer67@example.org,2107063531,78217,Interior Painting,Meta Lead Form,/painting-offer
MKT0003924,2025-07-31T00:53:00.000000,Google Ads,google_paid,Search | Cabinet Painting,Ryan Dodson,ryandodson@example.net,7265693850,78230,Cabinet Painting,Request an Estimate,/estimate
MKT0003925,2026-04-20T11:24:00.000000,Website Analytics,organic_search,Organic Search,Matthew Lopez,mlopez@example.org,7265733612,78216,Interior Painting,Website Estimate Form,/services
MKT0003926,2025-05-10T09:23:00.000000,Website Analytics,organic_search,Organic Search,Robert Carr,robertcarr@example.net,7263748075,78240,Exterior Painting,Website Estimate Form,/services
MKT0003927,2025-07-25T07:20:00.000000,Website Analytics,organic_search,Organic Search,David Cox,davidcox@example.org,(210) 239-0880,78216,Minor Remodeling,Website Estimate Form,/services
MKT0003928,2025-04-16T18:10:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Jennifer Murphy,jmurphy@example.com,2104583130,78217,Exterior Painting,Meta Lead Form,/painting-offer
MKT0003929,2025-07-04T12:38:00.000000,Website Analytics,organic_search,Organic Search,Christopher Brady,christopherbrady@example.net,(726) 796-9323,78213,Cabinet Painting,Website Estimate Form,/services
MKT0003930,2025-07-04T12:42:00.000000,Website Analytics,organic_search,Organic Search,Christopher Brady,christopherbrady@example.net,(726) 796-9323,78213,Cabinet Painting,Website Estimate Form,/services
MKT0003931,2025-05-17T18:06:00.000000,Meta,meta_paid,Meta | Home Refresh,Amy Bowers,amybowers@example.com,7265097159,78209,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0003932,2025-10-05T23:06:00.000000,Website Analytics,organic_search,Organic Search,Amy Bowers,amybowers@example.com,7265097159,78209,Minor Remodeling,Website Estimate Form,/services
MKT0003933,2025-09-22T07:23:00.000000,Google Ads,google_paid,Search | Exterior Painting,Ralph Stewart,ralphstewart@example.com,+1 210 750 9651,78230,Exterior Painting,Request an Estimate,/estimate
MKT0003934,2026-03-17T02:19:00.000000,Google Ads,google_paid,Search | Cabinet Painting,Steven Wilson,steven.wilson37@example.org,(726) 249-0953,78213,Cabinet Painting,Request an Estimate,/estimate
MKT0003935,2026-02-19T15:02:00.000000,Google Ads,google_paid,Search | Interior Painting,Corey Nielsen,corey.nielsen@example.net,210-528-2858,78213,Interior Painting,Request an Estimate,/estimate
MKT0003936,2025-06-23T17:24:00.000000,Website Analytics,direct_website,Direct,Lisa Kelly,lisakelly@example.net,726-734-6515,78209,Exterior Painting,Website Contact Form,/contact
MKT0003937,2025-11-27T17:26:00.000000,Meta,meta_paid,Meta | Home Refresh,Bryan Ochoa,bryan.ochoa79@example.org,7263652940,78230,Minor Remodeling,Meta Lead Form,/painting-offer
MKT0003938,2026-06-22T10:57:00.000000,Google Ads,google_paid,Search | Exterior Painting,Lance Richards,lance.richards@example.com,726-764-4420,78216,Exterior Painting,Request an Estimate,/estimate
MKT0003939,2026-03-10T18:32:00.000000,Website Analytics,direct_website,Direct,Anna Murillo,anna.murillo@example.net,726-249-2074,78213,Interior Painting,Website Contact Form,/contact
MKT0003940,2025-10-15T09:13:00.000000,Google Ads,google_paid,Search | Exterior Painting,Christopher Reyes,christopher.reyes4050@example.net,7267766243,78209,Exterior Painting,Request an Estimate,/estimate
MKT0003941,2026-03-03T15:13:00.000000,Website Analytics,direct_website,Direct,Lisa Nixon,lnixon@example.com,726-501-4761,78209,Exterior Painting,Website Contact Form,/contact
MKT0003942,2025-02-27T21:30:00.000000,Website Analytics,organic_search,Organic Search,Julie Gonzalez,julie.gonzalez65@example.org,7266171481,78230,Interior Painting,Website Estimate Form,/services
MKT0003943,2025-06-22T12:16:00.000000,Website Analytics,organic_search,Organic Search,Julie Gonzalez,julie.gonzalez65@example.org,7266171481,78230,Minor Remodeling,Website Estimate Form,/services
MKT0003944,2026-01-20T07:03:00.000000,Website Analytics,direct_website,Direct,A. Wong,austin.wong@example.com,(726) 819-7364,78201,Interior Painting,Website Contact Form,/contact
MKT0003945,2025-12-27T22:55:00.000000,Website Analytics,organic_search,Organic Search,Elizabeth Glass,elizabethglass@example.net,7264877734,78229,Exterior Painting,Website Estimate Form,/services
MKT0003946,2025-12-27T00:23:00.000000,Website Analytics,organic_search,Organic Search,Thomas Wallace,thomas.wallace@example.com,7263193578,78230,Drywall Repair,Website Estimate Form,/services
MKT0003947,2025-01-10T17:38:00.000000,Google Ads,google_paid,Search | Interior Painting,Sherry Melton,smelton@example.org,(210) 859-4235,78229,Interior Painting,Request an Estimate,/estimate
MKT0003948,2025-06-05T09:42:00.000000,Website Analytics,organic_search,Organic Search,Elizabeth Chavez,echavez@example.net,7269603568,78217,Exterior Painting,Website Estimate Form,/services
MKT0003949,2026-04-22T04:06:00.000000,Google Ads,google_paid,Search | Drywall Repair,Samantha Wiggins,swiggins@example.net,+1 210 694 3239,78240,Drywall Repair,Request an Estimate,/estimate
MKT0003950,2026-04-22T04:15:00.000000,Google Ads,google_paid,Search | Drywall Repair,Samantha Wiggins,swiggins@example.net,+1 210 694 3239,78240,Drywall Repair,Request an Estimate,/estimate
MKT0003951,2025-03-11T12:08:00.000000,Website Analytics,direct_website,Direct,Amy Hahn,amy.hahn@example.org,+1 726 537 3854,78217,Interior Painting,Website Contact Form,/contact
MKT0003952,2025-07-31T08:07:00.000000,Google Ads,google_paid,Search | Drywall Repair,Charles Hale,charleshale@example.net,+1 210 422 4010,78213,Drywall Repair,Request an Estimate,/estimate
MKT0003953,2025-11-11T12:24:00.000000,Website Analytics,organic_search,Organic Search,Charles Hale,charleshale@example.net,2104224010,78213,Drywall Repair,Website Estimate Form,/services
MKT0003954,2025-12-13T07:26:00.000000,Website Analytics,organic_search,Organic Search,Jennifer Lane,jenniferlane@example.org,7267717999,78240,Interior Painting,Website Estimate Form,/services
MKT0003955,2025-05-13T16:43:00.000000,Website Analytics,direct_website,Direct,Mary Walker,mwalker@example.net,2107554109,78230,Interior Painting,Website Contact Form,/contact
MKT0003956,2026-03-17T09:27:00.000000,Google Ads,google_paid,Search | Drywall Repair,Michael Freeman,michaelfreeman@example.org,7269234057,78232,Drywall Repair,Request an Estimate,/estimate
MKT0003957,2025-06-02T19:37:00.000000,Google Ads,google_paid,Search | Exterior Painting,Joseph Huber,jhuber@example.com,+1 726 810 6135,78201,Exterior Painting,Request an Estimate,/estimate
MKT0003958,2025-07-19T18:37:00.000000,Website Analytics,organic_search,Organic Search,Chloe Campbell,chloe.campbell68@example.org,7264397452,78232,Exterior Painting,Website Estimate Form,/services
MKT0003959,2026-05-02T15:43:00.000000,Website Analytics,organic_search,Organic Search,Charles Garcia,charlesgarcia@example.net,+1 726 372 2845,78240,Exterior Painting,Website Estimate Form,/services
MKT0003960,2026-01-27T16:26:00.000000,Google Ads,google_paid,Search | Cabinet Painting,James Murray,james.murray4073@example.net,+1 726 585 1154,78240,Cabinet Painting,Request an Estimate,/estimate
MKT0003961,2026-01-23T11:10:00.000000,Google Ads,google_paid,Search | Interior Painting,Jamie Nichols,jnichols@example.org,7264695540,78213,Interior Painting,Request an Estimate,/estimate
MKT0003962,2026-01-23T11:17:00.000000,Google Ads,google_paid,Search | Interior Painting,Jamie Nichols,jnichols@example.org,7264695540,78213,Interior Painting,Request an Estimate,/estimate
MKT0003963,2025-01-21T15:59:00.000000,Google Ads,google_paid,Search | Cabinet Painting,Jeff Morton,,7265655489,78240,Cabinet Painting,Request an Estimate,/estimate
MKT0003964,2025-06-13T17:35:00.000000,Google Ads,google_paid,Search | Interior Painting,James Ray,jamesray@example.com,(726) 924-9499,78229,Interior Painting,Request an Estimate,/estimate
MKT0003965,2025-10-24T08:09:00.000000,Meta,meta_paid,Meta | Home Refresh,lynn murphy,lynn.murphy@example.net,726-942-9610,78229,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0003966,2025-04-19T19:17:00.000000,Google Ads,google_paid,Search | Exterior Painting,Erin Williams,erin.williams4078@example.org,7264697798,78201,Exterior Painting,Request an Estimate,/estimate
MKT0003967,2026-03-17T18:00:00.000000,Website Analytics,organic_search,Organic Search,Tracy Dixon,tdixon@example.com,2108950218,78229,Cabinet Painting,Website Estimate Form,/services
MKT0003968,2025-03-30T14:05:00.000000,Meta,meta_paid,Meta | Free Estimate,Stephen Silva,stephen.silva@example.net,7263425270,78228,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0003969,2026-01-07T17:39:00.000000,Google Ads,google_paid,Search | Interior Painting,Richard Larsen,richardlarsen@example.net,7266149984,78209,Interior Painting,Request an Estimate,/estimate
